#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID
RL|S1|C13758	21
RL|S1|C13801	21
RL|S1|C13816	21
RL|S1|C13817	21
RL|S1|C13835	21
RL|S1|C13842	21
RL|S1|C13879	21
RL|S1|C13891	21
RL|S1|C13916	21
RL|S1|C13918	21
RL|S1|C13933	21
RL|S1|C13960	21
RL|S1|C13970	21
RL|S1|C14012	21
RL|S1|C14016	21
RL|S1|C14067	21
RL|S1|C14071	21
RL|S1|C14076	21
RL|S1|C14090	21
RL|S1|C14152	21
RL|S1|C14157	21
RL|S1|C14169	21
RL|S1|C14177	21
RL|S1|C14200	21
RL|S1|C14214	21
RL|S1|C14224	21
RL|S1|C14227	21
RL|S1|C14238	21
RL|S1|C14242	21
RL|S1|C14246	21
RL|S1|C14248	21
RL|S1|C14272	21
RL|S1|C14277	21
RL|S1|C14287	21
RL|S1|C14301	21
RL|S1|C14302	21
RL|S1|C14307	21
RL|S1|C14314	21
RL|S1|C14337	21
RL|S1|C14339	21
RL|S1|C14359	21
RL|S1|C14367	21
RL|S1|C14368	21
RL|S1|C14395	21
RL|S1|C14427	21
RL|S1|C14445	21
RL|S1|C14447	21
RL|S1|C14454	21
RL|S1|C14492	21
RL|S1|C14496	21
RL|S1|C14499	21
RL|S1|C14501	21
RL|S1|C14520	21
RL|S1|C14532	21
RL|S1|C14545	21
RL|S1|C14548	21
RL|S1|C14552	21
RL|S1|C14557	21
RL|S1|C14572	21
RL|S1|C14577	21
RL|S1|C14600	21
RL|S1|C14625	21
RL|S1|C14632	21
RL|S1|C14637	21
RL|S1|C14665	21
RL|S1|C14674	21
RL|S1|C14713	21
RL|S1|C14724	21
RL|S1|C14733	21
RL|S1|C14747	21
RL|S1|C14757	21
RL|S1|C14763	21
RL|S1|C14771	21
RL|S1|C14781	21
RL|S1|C14791	21
RL|S1|C14796	21
RL|S1|C14802	21
RL|S1|C14819	21
RL|S1|C14824	21
RL|S1|C14826	21
RL|S1|C14835	21
RL|S1|C14836	21
RL|S1|C14842	21
RL|S1|C14843	21
RL|S1|C14849	21
RL|S1|C14858	21
RL|S1|C14877	21
RL|S1|C14904	21
RL|S1|C14910	21
RL|S1|C14912	21
RL|S1|C14925	21
RL|S1|C14992	21
RL|S1|C15014	21
RL|S1|C15017	21
RL|S1|C15021	21
RL|S1|C15025	21
RL|S1|C15032	21
RL|S1|C15067	21
RL|S1|C15075	21
RL|S1|C15083	21
RL|S1|C15127	21
RL|S1|C15151	21
RL|S1|C15155	21
RL|S1|C15159	21
RL|S1|C15166	21
RL|S1|C15178	21
RL|S1|C15190	21
RL|S1|C15215	21
RL|S1|C15225	21
RL|S1|C15231	21
RL|S1|C15235	21
RL|S1|C15245	21
RL|S1|C15264	21
RL|S1|C15265	21
RL|S1|C15267	21
RL|S1|C15274	21
RL|S1|C15311	21
RL|S1|C15323	21
RL|S1|C15341	21
RL|S1|C15350	21
RL|S1|C15365	21
RL|S1|C15383	21
RL|S1|C15399	21
RL|S1|C15401	21
RL|S1|C15419	21
RL|S1|C15441	21
RL|S1|C15446	21
RL|S1|C15488	21
RL|S1|C15491	21
RL|S1|C15496	21
RL|S1|C15500	21
RL|S1|C15505	21
RL|S1|C15517	21
RL|S1|C15521	21
RL|S1|C15534	21
RL|S1|C15542	21
RL|S1|C15548	21
RL|S1|C15561	21
RL|S1|C15569	21
RL|S1|C15583	21
RL|S1|C15584	21
RL|S1|C15587	21
RL|S1|C15596	21
RL|S1|C15617	21
RL|S1|C15623	21
RL|S1|C15627	21
RL|S1|C15635	21
RL|S1|C15644	21
RL|S1|C15657	21
RL|S1|C15662	21
RL|S1|C15664	21
RL|S1|C15669	21
RL|S1|C15679	21
RL|S1|C15700	21
RL|S1|C15722	21
RL|S1|C15736	21
RL|S1|C15739	21
RL|S1|C15748	21
RL|S1|C15752	21
RL|S1|C15759	21
RL|S1|C15789	21
RL|S1|C15793	21
RL|S1|C15799	21
RL|S1|C15812	21
RL|S1|C15822	21
RL|S1|C15831	21
RL|S1|C15840	21
RL|S1|C15854	21
RL|S1|C15863	21
RL|S1|C15865	21
RL|S1|C15869	21
RL|S1|C15888	21
RL|S1|C15895	21
RL|S1|C15912	21
RL|S1|C15913	21
RL|S1|C15950	21
RL|S1|C15952	21
RL|S1|C15962	21
RL|S1|C15972	21
RL|S1|C16000	21
RL|S1|C16001	21
RL|S1|C16013	21
RL|S1|C16033	21
RL|S1|C16036	21
RL|S1|C16052	21
RL|S1|C16055	21
RL|S1|C16100	21
RL|S1|C16101	21
RL|S1|C16132	21
RL|S1|C16145	21
RL|S1|C16160	21
RL|S1|C16201	21
RL|S1|C16202	21
RL|S1|C16210	21
RL|S1|C16214	21
RL|S1|C16219	21
RL|S1|C16227	21
RL|S1|C16262	21
RL|S1|C16265	21
RL|S1|C16275	21
RL|S1|C16283	21
RL|S1|C16292	21
RL|S1|C16298	21
RL|S1|C16305	21
RL|S1|C16313	21
RL|S1|C16348	21
RL|S1|C16359	21
RL|S1|C16387	21
RL|S1|C16394	21
RL|S1|C16398	21
RL|S1|C16422	21
RL|S1|C16427	21
RL|S1|C16442	21
RL|S1|C16445	21
RL|S1|C16479	21
RL|S1|C16491	21
RL|S1|C16500	21
RL|S1|C16521	21
RL|S1|C16527	21
RL|S1|C16543	21
RL|S1|C16559	21
RL|S1|C16569	21
RL|S1|C16589	21
RL|S1|C16593	21
RL|S1|C16596	21
RL|S1|C16599	21
RL|S1|C16604	21
RL|S1|C16640	21
RL|S1|C16645	21
RL|S1|C16656	21
RL|S1|C16666	21
RL|S1|C16680	21
RL|S1|C16692	21
RL|S1|C16702	21
RL|S1|C16723	21
RL|S1|C16734	21
RL|S1|C16736	21
RL|S1|C16739	21
RL|S1|C16757	21
RL|S1|C16781	21
RL|S1|C16793	21
RL|S1|C16832	21
RL|S1|C16852	21
RL|S1|C16865	21
RL|S1|C16866	21
RL|S1|C16916	21
RL|S1|C16931	21
RL|S1|C16935	21
RL|S1|C16960	21
RL|S1|C16969	21
RL|S1|C16978	21
RL|S1|C16987	21
RL|S1|C17013	21
RL|S1|C17030	21
RL|S1|C17055	21
RL|S1|C17064	21
RL|S1|C17098	21
RL|S1|C17135	21
RL|S1|C17137	21
RL|S1|C17141	21
RL|S1|C17154	21
RL|S1|C17159	21
RL|S1|C17167	21
RL|S1|C17200	21
RL|S1|C17211	21
RL|S1|C17217	21
RL|S1|C17219	21
RL|S1|C17228	21
RL|S1|C17267	21
RL|S1|C17315	21
RL|S1|C17319	21
RL|S1|C17330	21
RL|S1|C17363	21
RL|S1|C17367	21
RL|S1|C17372	21
RL|S1|C17397	21
RL|S1|C17400	21
RL|S1|C17426	21
RL|S1|C17433	21
RL|S1|C17441	21
RL|S1|C17490	21
RL|S1|C17501	21
RL|S1|C17504	21
RL|S1|C17519	21
RL|S1|C17523	21
RL|S1|C17525	21
RL|S1|C17531	21
RL|S1|C17540	21
RL|S1|C17552	21
RL|S1|C17556	21
RL|S1|C17571	21
RL|S1|C17580	21
RL|S1|C17589	21
RL|S1|C17606	21
RL|S1|C17620	21
RL|S1|C17623	21
RL|S1|C17633	21
RL|S1|C17635	21
RL|S1|C17683	21
RL|S1|C17711	21
RL|S1|C17736	21
RL|S1|C17740	21
RL|S1|C17741	21
RL|S1|C17743	21
RL|S1|C17749	21
RL|S1|C17755	21
RL|S1|C17761	21
RL|S1|C17795	21
RL|S1|C17825	21
RL|S1|C17830	21
RL|S1|C17856	21
RL|S1|C17868	21
RL|S1|C17875	21
RL|S1|C17880	21
RL|S1|C17882	21
RL|S1|C17888	21
RL|S1|C17904	21
RL|S1|C17911	21
RL|S1|C17922	21
RL|S1|C17924	21
RL|S1|C17930	21
RL|S1|C17931	21
RL|S1|C17954	21
RL|S1|C17982	21
RL|S1|C18003	21
RL|S1|C18019	21
RL|S1|C18025	21
RL|S1|C18043	21
RL|S1|C18073	21
RL|S1|C18086	21
RL|S1|C18132	21
RL|S1|C18135	21
RL|S1|C18159	21
RL|S1|C18161	21
RL|S1|C18215	21
RL|S1|C18235	21
RL|S1|C18245	21
RL|S1|C18267	21
RL|S1|C18268	21
RL|S1|C18278	21
RL|S1|C18320	21
RL|S1|C18338	21
RL|S1|C18358	21
RL|S1|C18386	21
RL|S1|C18391	21
RL|S1|C18401	21
RL|S1|C18410	21
RL|S1|C18424	21
RL|S1|C18430	21
RL|S1|C18456	21
RL|S1|C18466	21
RL|S1|C18481	21
RL|S1|C18483	21
RL|S1|C18489	21
RL|S1|C18492	21
RL|S1|C18505	21
RL|S1|C18524	21
RL|S1|C18537	21
RL|S1|C18557	21
RL|S1|C18558	21
RL|S1|C18559	21
RL|S1|C18564	21
RL|S1|C18578	21
RL|S1|C18614	21
RL|S1|C18618	21
RL|S1|C18622	21
RL|S1|C18631	21
RL|S1|C18645	21
RL|S1|C18649	21
RL|S1|C18686	21
RL|S1|C18698	21
RL|S1|C18718	21
RL|S1|C18724	21
RL|S1|C18731	21
RL|S1|C18746	21
RL|S1|C18759	21
RL|S1|C18767	21
RL|S1|C18772	21
RL|S1|C18788	21
RL|S1|C18795	21
RL|S1|C18802	21
RL|S1|C18804	21
RL|S1|C18816	21
RL|S1|C18880	21
RL|S1|C18894	21
RL|S1|C18965	21
RL|S1|C18969	21
RL|S1|C18971	21
RL|S1|C18972	21
RL|S1|C18997	21
RL|S1|C19000	21
RL|S1|C19017	21
RL|S1|C19018	21
RL|S1|C19024	21
RL|S1|C19027	21
RL|S1|C19055	21
RL|S1|C19066	21
RL|S1|C19074	21
RL|S1|C19077	21
RL|S1|C19092	21
RL|S1|C19157	21
RL|S1|C19169	21
RL|S1|C19196	21
RL|S1|C19207	21
RL|S1|C19218	21
RL|S1|C19227	21
RL|S1|C19232	21
RL|S1|C19234	21
RL|S1|C19247	21
RL|S1|C19258	21
RL|S1|C19290	21
RL|S1|C19292	21
RL|S1|C19303	21
RL|S1|C19314	21
RL|S1|C19321	21
RL|S1|C19360	21
RL|S1|C19368	21
RL|S1|C19369	21
RL|S1|C19371	21
RL|S1|C19373	21
RL|S1|C19388	21
RL|S1|C19396	21
RL|S1|C19401	21
RL|S1|C19412	21
RL|S1|C19422	21
RL|S1|C19434	21
RL|S1|C19440	21
RL|S1|C19464	21
RL|S1|C19468	21
RL|S1|C102	22
RL|S1|C130	22
RL|S1|C134	22
RL|S1|C138	22
RL|S1|C143	22
RL|S1|C147	22
RL|S1|C162	22
RL|S1|C163	22
RL|S1|C164	22
RL|S1|C183	22
RL|S1|C195	22
RL|S1|C203	22
RL|S1|C205	22
RL|S1|C215	22
RL|S1|C217	22
RL|S1|C258	22
RL|S1|C319	22
RL|S1|C351	22
RL|S1|C363	22
RL|S1|C399	22
RL|S1|C449	22
RL|S1|C451	22
RL|S1|C470	22
RL|S1|C479	22
RL|S1|C500	22
RL|S1|C523	22
RL|S1|C566	22
RL|S1|C568	22
RL|S1|C632	22
RL|S1|C708	22
RL|S1|C836	22
RL|S1|C916	22
RL|S1|C930	22
RL|S1|C943	22
RL|S1|C961	22
RL|S1|C1035	22
RL|S1|C1083	22
RL|S1|C1086	22
RL|S1|C1116	22
RL|S1|C1133	22
RL|S1|C1153	22
RL|S1|C1219	22
RL|S1|C1224	22
RL|S1|C1271	22
RL|S1|C1273	22
RL|S1|C1275	22
RL|S1|C1283	22
RL|S1|C1299	22
RL|S1|C1349	22
RL|S1|C1379	22
RL|S1|C1387	22
RL|S1|C1404	22
RL|S1|C1448	22
RL|S1|C1474	22
RL|S1|C1476	22
RL|S1|C1554	22
RL|S1|C1577	22
RL|S1|C1584	22
RL|S1|C1625	22
RL|S1|C1666	22
RL|S1|C1677	22
RL|S1|C1692	22
RL|S1|C1723	22
RL|S1|C1729	22
RL|S1|C1734	22
RL|S1|C1757	22
RL|S1|C1787	22
RL|S1|C1939	22
RL|S1|C1957	22
RL|S1|C1967	22
RL|S1|C2002	22
RL|S1|C2015	22
RL|S1|C2019	22
RL|S1|C2044	22
RL|S1|C2049	22
RL|S1|C2084	22
RL|S1|C2092	22
RL|S1|C2098	22
RL|S1|C2107	22
RL|S1|C2142	22
RL|S1|C2156	22
RL|S1|C2157	22
RL|S1|C2160	22
RL|S1|C2211	22
RL|S1|C2213	22
RL|S1|C2222	22
RL|S1|C2230	22
RL|S1|C2262	22
RL|S1|C2268	22
RL|S1|C2287	22
RL|S1|C2292	22
RL|S1|C2355	22
RL|S1|C2370	22
RL|S1|C2383	22
RL|S1|C2384	22
RL|S1|C2406	22
RL|S1|C2425	22
RL|S1|C2435	22
RL|S1|C2457	22
RL|S1|C2559	22
RL|S1|C2560	22
RL|S1|C2563	22
RL|S1|C2604	22
RL|S1|C2623	22
RL|S1|C2643	22
RL|S1|C2680	22
RL|S1|C2712	22
RL|S1|C2738	22
RL|S1|C2740	22
RL|S1|C2772	22
RL|S1|C2805	22
RL|S1|C2827	22
RL|S1|C2881	22
RL|S1|C2910	22
RL|S1|C2913	22
RL|S1|C2985	22
RL|S1|C2986	22
RL|S1|C2993	22
RL|S1|C3030	22
RL|S1|C3042	22
RL|S1|C3060	22
RL|S1|C3073	22
RL|S1|C3084	22
RL|S1|C3142	22
RL|S1|C3147	22
RL|S1|C3158	22
RL|S1|C3161	22
RL|S1|C3182	22
RL|S1|C3197	22
RL|S1|C3219	22
RL|S1|C3241	22
RL|S1|C3277	22
RL|S1|C3278	22
RL|S1|C3280	22
RL|S1|C3326	22
RL|S1|C3343	22
RL|S1|C3358	22
RL|S1|C3418	22
RL|S1|C3444	22
RL|S1|C3448	22
RL|S1|C3450	22
RL|S1|C3459	22
RL|S1|C3488	22
RL|S1|C3499	22
RL|S1|C3503	22
RL|S1|C3553	22
RL|S1|C3610	22
RL|S1|C3637	22
RL|S1|C3655	22
RL|S1|C3662	22
RL|S1|C3670	22
RL|S1|C3683	22
RL|S1|C3714	22
RL|S1|C3759	22
RL|S1|C3770	22
RL|S1|C3795	22
RL|S1|C3816	22
RL|S1|C3889	22
RL|S1|C3940	22
RL|S1|C3958	22
RL|S1|C3960	22
RL|S1|C3977	22
RL|S1|C3983	22
RL|S1|C3987	22
RL|S1|C3989	22
RL|S1|C4010	22
RL|S1|C4072	22
RL|S1|C4117	22
RL|S1|C4133	22
RL|S1|C4147	22
RL|S1|C4178	22
RL|S1|C4187	22
RL|S1|C4195	22
RL|S1|C4208	22
RL|S1|C4227	22
RL|S1|C4234	22
RL|S1|C4271	22
RL|S1|C4326	22
RL|S1|C4359	22
RL|S1|C4465	22
RL|S1|C4507	22
RL|S1|C4640	22
RL|S1|C4644	22
RL|S1|C4648	22
RL|S1|C4714	22
RL|S1|C4724	22
RL|S1|C4738	22
RL|S1|C4744	22
RL|S1|C4812	22
RL|S1|C4822	22
RL|S1|C4832	22
RL|S1|C4855	22
RL|S1|C4875	22
RL|S1|C4885	22
RL|S1|C4918	22
RL|S1|C4923	22
RL|S1|C4930	22
RL|S1|C4950	22
RL|S1|C4969	22
RL|S1|C4976	22
RL|S1|C5033	22
RL|S1|C5103	22
RL|S1|C5142	22
RL|S1|C5151	22
RL|S1|C5172	22
RL|S1|C5179	22
RL|S1|C5182	22
RL|S1|C5191	22
RL|S1|C5245	22
RL|S1|C5288	22
RL|S1|C5305	22
RL|S1|C5308	22
RL|S1|C5321	22
RL|S1|C5325	22
RL|S1|C5329	22
RL|S1|C5414	22
RL|S1|C5440	22
RL|S1|C5494	22
RL|S1|C5542	22
RL|S1|C5563	22
RL|S1|C5566	22
RL|S1|C5612	22
RL|S1|C5639	22
RL|S1|C5654	22
RL|S1|C5658	22
RL|S1|C5669	22
RL|S1|C5707	22
RL|S1|C5711	22
RL|S1|C5723	22
RL|S1|C5738	22
RL|S1|C5766	22
RL|S1|C5767	22
RL|S1|C5785	22
RL|S1|C5842	22
RL|S1|C5863	22
RL|S1|C5880	22
RL|S1|C5914	22
RL|S1|C5921	22
RL|S1|C5949	22
RL|S1|C5953	22
RL|S1|C5989	22
RL|S1|C5997	22
RL|S1|C6016	22
RL|S1|C6029	22
RL|S1|C6044	22
RL|S1|C6045	22
RL|S1|C6099	22
RL|S1|C6133	22
RL|S1|C6297	22
RL|S1|C6298	22
RL|S1|C6310	22
RL|S1|C6326	22
RL|S1|C6331	22
RL|S1|C6338	22
RL|S1|C6385	22
RL|S1|C6392	22
RL|S1|C6393	22
RL|S1|C6394	22
RL|S1|C6434	22
RL|S1|C6507	22
RL|S1|C6509	22
RL|S1|C6515	22
RL|S1|C6535	22
RL|S1|C6536	22
RL|S1|C6541	22
RL|S1|C6581	22
RL|S1|C6608	22
RL|S1|C6635	22
RL|S1|C6733	22
RL|S1|C6815	22
RL|S1|C6832	22
RL|S1|C6859	22
RL|S1|C6862	22
RL|S1|C6898	22
RL|S1|C6928	22
RL|S1|C7007	22
RL|S1|C7015	22
RL|S1|C7023	22
RL|S1|C7059	22
RL|S1|C7075	22
RL|S1|C7093	22
RL|S1|C7112	22
RL|S1|C7117	22
RL|S1|C7145	22
RL|S1|C7157	22
RL|S1|C7197	22
RL|S1|C7214	22
RL|S1|C7239	22
RL|S1|C7248	22
RL|S1|C7257	22
RL|S1|C7261	22
RL|S1|C7272	22
RL|S1|C7297	22
RL|S1|C7332	22
RL|S1|C7426	22
RL|S1|C7438	22
RL|S1|C7457	22
RL|S1|C7509	22
RL|S1|C7525	22
RL|S1|C7529	22
RL|S1|C7530	22
RL|S1|C7578	22
RL|S1|C7606	22
RL|S1|C7608	22
RL|S1|C7630	22
RL|S1|C7636	22
RL|S1|C7660	22
RL|S1|C7677	22
RL|S1|C7681	22
RL|S1|C7700	22
RL|S1|C7701	22
RL|S1|C7767	22
RL|S1|C7809	22
RL|S1|C7813	22
RL|S1|C7835	22
RL|S1|C7862	22
RL|S1|C7874	22
RL|S1|C7905	22
RL|S1|C7932	22
RL|S1|C7953	22
RL|S1|C8070	22
RL|S1|C8077	22
RL|S1|C8079	22
RL|S1|C8141	22
RL|S1|C8195	22
RL|S1|C8212	22
RL|S1|C8214	22
RL|S1|C8236	22
RL|S1|C8284	22
RL|S1|C8315	22
RL|S1|C8378	22
RL|S1|C8379	22
RL|S1|C8390	22
RL|S1|C8418	22
RL|S1|C8429	22
RL|S1|C8433	22
RL|S1|C8441	22
RL|S1|C8456	22
RL|S1|C8487	22
RL|S1|C8489	22
RL|S1|C8497	22
RL|S1|C8551	22
RL|S1|C8560	22
RL|S1|C8578	22
RL|S1|C8613	22
RL|S1|C8619	22
RL|S1|C8620	22
RL|S1|C8624	22
RL|S1|C8688	22
RL|S1|C8707	22
RL|S1|C8735	22
RL|S1|C8750	22
RL|S1|C8780	22
RL|S1|C8819	22
RL|S1|C8832	22
RL|S1|C8946	22
RL|S1|C8959	22
RL|S1|C8986	22
RL|S1|C8996	22
RL|S1|C9019	22
RL|S1|C9062	22
RL|S1|C9089	22
RL|S1|C9103	22
RL|S1|C9118	22
RL|S1|C9130	22
RL|S1|C9286	22
RL|S1|C9304	22
RL|S1|C9361	22
RL|S1|C9364	22
RL|S1|C9370	22
RL|S1|C9378	22
RL|S1|C9400	22
RL|S1|C9405	22
RL|S1|C9489	22
RL|S1|C9492	22
RL|S1|C9494	22
RL|S1|C9508	22
RL|S1|C9544	22
RL|S1|C9561	22
RL|S1|C9570	22
RL|S1|C9581	22
RL|S1|C9589	22
RL|S1|C9610	22
RL|S1|C9628	22
RL|S1|C9634	22
RL|S1|C9712	22
RL|S1|C9717	22
RL|S1|C9734	22
RL|S1|C9740	22
RL|S1|C9774	22
RL|S1|C9779	22
RL|S1|C9782	22
RL|S1|C9789	22
RL|S1|C9796	22
RL|S1|C9803	22
RL|S1|C9806	22
RL|S1|C9810	22
RL|S1|C9825	22
RL|S1|C9853	22
RL|S1|C9871	22
RL|S1|C9912	22
RL|S1|C9956	22
RL|S1|C9990	22
RL|S1|C9994	22
RL|S1|C10117	22
RL|S1|C10157	22
RL|S1|C10183	22
RL|S1|C10188	22
RL|S1|C10243	22
RL|S1|C10255	22
RL|S1|C10262	22
RL|S1|C10269	22
RL|S1|C10297	22
RL|S1|C10356	22
RL|S1|C10358	22
RL|S1|C10364	22
RL|S1|C10453	22
RL|S1|C10500	22
RL|S1|C10523	22
RL|S1|C10557	22
RL|S1|C10575	22
RL|S1|C10592	22
RL|S1|C10600	22
RL|S1|C10607	22
RL|S1|C10619	22
RL|S1|C10661	22
RL|S1|C10705	22
RL|S1|C10749	22
RL|S1|C10798	22
RL|S1|C10842	22
RL|S1|C10868	22
RL|S1|C10916	22
RL|S1|C10984	22
RL|S1|C11006	22
RL|S1|C11014	22
RL|S1|C11033	22
RL|S1|C11068	22
RL|S1|C11136	22
RL|S1|C11147	22
RL|S1|C11183	22
RL|S1|C11187	22
RL|S1|C11208	22
RL|S1|C11227	22
RL|S1|C11245	22
RL|S1|C11250	22
RL|S1|C11272	22
RL|S1|C11273	22
RL|S1|C11340	22
RL|S1|C11395	22
RL|S1|C11409	22
RL|S1|C11459	22
RL|S1|C11468	22
RL|S1|C11510	22
RL|S1|C11514	22
RL|S1|C11552	22
RL|S1|C11564	22
RL|S1|C11597	22
RL|S1|C11601	22
RL|S1|C11602	22
RL|S1|C11633	22
RL|S1|C11652	22
RL|S1|C11748	22
RL|S1|C11830	22
RL|S1|C11932	22
RL|S1|C11943	22
RL|S1|C11965	22
RL|S1|C11969	22
RL|S1|C12033	22
RL|S1|C12045	22
RL|S1|C12059	22
RL|S1|C12067	22
RL|S1|C12192	22
RL|S1|C12212	22
RL|S1|C12293	22
RL|S1|C12300	22
RL|S1|C12359	22
RL|S1|C12457	22
RL|S1|C12470	22
RL|S1|C12537	22
RL|S1|C12562	22
RL|S1|C12564	22
RL|S1|C12595	22
RL|S1|C12661	22
RL|S1|C12664	22
RL|S1|C12672	22
RL|S1|C12737	22
RL|S1|C12755	22
RL|S1|C12767	22
RL|S1|C12828	22
RL|S1|C12905	22
RL|S1|C12988	22
RL|S1|C12992	22
RL|S1|C13021	22
RL|S1|C13033	22
RL|S1|C13064	22
RL|S1|C13088	22
RL|S1|C13089	22
RL|S1|C13091	22
RL|S1|C13102	22
RL|S1|C13162	22
RL|S1|C13165	22
RL|S1|C13198	22
RL|S1|C13211	22
RL|S1|C13219	22
RL|S1|C13236	22
RL|S1|C13260	22
RL|S1|C13278	22
RL|S1|C13313	22
RL|S1|C13318	22
RL|S1|C13341	22
RL|S1|C13413	22
RL|S1|C13418	22
RL|S1|C13515	22
RL|S1|C13525	22
RL|S1|C13531	22
RL|S1|C13532	22
RL|S1|C13535	22
RL|S1|C13606	22
RL|S1|C13614	22
RL|S1|C13615	22
RL|S1|C13682	22
RL|S1|C13685	22
RL|S1|C13706	22
RL|S1|C13741	22
RL|S1|C13753	22
RL|S1|C13765	22
RL|S1|C13771	22
RL|S1|C13793	22
RL|S1|C13795	22
RL|S1|C13798	22
RL|S1|C13799	22
RL|S1|C13840	22
RL|S1|C13845	22
RL|S1|C13874	22
RL|S1|C13882	22
RL|S1|C13885	22
RL|S1|C13967	22
RL|S1|C13982	22
RL|S1|C14032	22
RL|S1|C14045	22
RL|S1|C14049	22
RL|S1|C14062	22
RL|S1|C14119	22
RL|S1|C14163	22
RL|S1|C14172	22
RL|S1|C14194	22
RL|S1|C14261	22
RL|S1|C14279	22
RL|S1|C14319	22
RL|S1|C14328	22
RL|S1|C14330	22
RL|S1|C14376	22
RL|S1|C14380	22
RL|S1|C14385	22
RL|S1|C14391	22
RL|S1|C14396	22
RL|S1|C14398	22
RL|S1|C14476	22
RL|S1|C14497	22
RL|S1|C14538	22
RL|S1|C14542	22
RL|S1|C14550	22
RL|S1|C14599	22
RL|S1|C14602	22
RL|S1|C14621	22
RL|S1|C14626	22
RL|S1|C14647	22
RL|S1|C14658	22
RL|S1|C14679	22
RL|S1|C14728	22
RL|S1|C14785	22
RL|S1|C14799	22
RL|S1|C14831	22
RL|S1|C14844	22
RL|S1|C14845	22
RL|S1|C14913	22
RL|S1|C14942	22
RL|S1|C14967	22
RL|S1|C14975	22
RL|S1|C14996	22
RL|S1|C15005	22
RL|S1|C15028	22
RL|S1|C15031	22
RL|S1|C15061	22
RL|S1|C15114	22
RL|S1|C15137	22
RL|S1|C15144	22
RL|S1|C15150	22
RL|S1|C15165	22
RL|S1|C15172	22
RL|S1|C15335	22
RL|S1|C15362	22
RL|S1|C15396	22
RL|S1|C15445	22
RL|S1|C15473	22
RL|S1|C15512	22
RL|S1|C15544	22
RL|S1|C15550	22
RL|S1|C15568	22
RL|S1|C15599	22
RL|S1|C15632	22
RL|S1|C15634	22
RL|S1|C15643	22
RL|S1|C15659	22
RL|S1|C15780	22
RL|S1|C15801	22
RL|S1|C15827	22
RL|S1|C15875	22
RL|S1|C15880	22
RL|S1|C15947	22
RL|S1|C15951	22
RL|S1|C15956	22
RL|S1|C15964	22
RL|S1|C15968	22
RL|S1|C15982	22
RL|S1|C16067	22
RL|S1|C16123	22
RL|S1|C16133	22
RL|S1|C16146	22
RL|S1|C16191	22
RL|S1|C16197	22
RL|S1|C16204	22
RL|S1|C16224	22
RL|S1|C16236	22
RL|S1|C16266	22
RL|S1|C16272	22
RL|S1|C16290	22
RL|S1|C16309	22
RL|S1|C16311	22
RL|S1|C16373	22
RL|S1|C16384	22
RL|S1|C16392	22
RL|S1|C16397	22
RL|S1|C16418	22
RL|S1|C16425	22
RL|S1|C16437	22
RL|S1|C16548	22
RL|S1|C16580	22
RL|S1|C16636	22
RL|S1|C16637	22
RL|S1|C16685	22
RL|S1|C16729	22
RL|S1|C16733	22
RL|S1|C16743	22
RL|S1|C16778	22
RL|S1|C16880	22
RL|S1|C16891	22
RL|S1|C16902	22
RL|S1|C16922	22
RL|S1|C16942	22
RL|S1|C16968	22
RL|S1|C16983	22
RL|S1|C16985	22
RL|S1|C17005	22
RL|S1|C17032	22
RL|S1|C17040	22
RL|S1|C17072	22
RL|S1|C17073	22
RL|S1|C17086	22
RL|S1|C17149	22
RL|S1|C17169	22
RL|S1|C17179	22
RL|S1|C17313	22
RL|S1|C17341	22
RL|S1|C17368	22
RL|S1|C17373	22
RL|S1|C17374	22
RL|S1|C17381	22
RL|S1|C17392	22
RL|S1|C17462	22
RL|S1|C17554	22
RL|S1|C17587	22
RL|S1|C17625	22
RL|S1|C17626	22
RL|S1|C17658	22
RL|S1|C17669	22
RL|S1|C17682	22
RL|S1|C17689	22
RL|S1|C17708	22
RL|S1|C17713	22
RL|S1|C17785	22
RL|S1|C17798	22
RL|S1|C17805	22
RL|S1|C17818	22
RL|S1|C17833	22
RL|S1|C17838	22
RL|S1|C17843	22
RL|S1|C17858	22
RL|S1|C17874	22
RL|S1|C17957	22
RL|S1|C18023	22
RL|S1|C18032	22
RL|S1|C18044	22
RL|S1|C18048	22
RL|S1|C18056	22
RL|S1|C18057	22
RL|S1|C18091	22
RL|S1|C18093	22
RL|S1|C18117	22
RL|S1|C18134	22
RL|S1|C18138	22
RL|S1|C18141	22
RL|S1|C18189	22
RL|S1|C18236	22
RL|S1|C18262	22
RL|S1|C18272	22
RL|S1|C18282	22
RL|S1|C18287	22
RL|S1|C18332	22
RL|S1|C18348	22
RL|S1|C18353	22
RL|S1|C18397	22
RL|S1|C18467	22
RL|S1|C18477	22
RL|S1|C18595	22
RL|S1|C18611	22
RL|S1|C18616	22
RL|S1|C18666	22
RL|S1|C18670	22
RL|S1|C18696	22
RL|S1|C18738	22
RL|S1|C18832	22
RL|S1|C18856	22
RL|S1|C18888	22
RL|S1|C18889	22
RL|S1|C18920	22
RL|S1|C18959	22
RL|S1|C18970	22
RL|S1|C18995	22
RL|S1|C19003	22
RL|S1|C19067	22
RL|S1|C19083	22
RL|S1|C19166	22
RL|S1|C19206	22
RL|S1|C19225	22
RL|S1|C19245	22
